iShares Core S&P 500 ETF
Fund Holdings as of,"Apr 06, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"743,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","197,294,641.08","0.06","197,294,641.08","2,806,068.00","70.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","196,250,477.41","0.06","196,250,477.41","2,165,881.00","90.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","195,975,414.96","0.06","195,975,414.96","616,818.00","317.72","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","195,900,898.05","0.06","195,900,898.05","1,720,693.00","113.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","195,854,715.84","0.06","195,854,715.84","3,596,304.00","54.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","195,505,864.68","0.06","195,505,864.68","2,798,538.00","69.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","194,685,186.23","0.06","194,685,186.23","1,180,411.00","164.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","194,270,844.60","0.06","194,270,844.60","6,508,236.00","29.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","193,625,681.80","0.06","193,625,681.80","1,189,420.00","162.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","191,868,356.97","0.06","191,868,356.97","5,695,113.00","33.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","191,055,235.80","0.06","191,055,235.80","2,226,751.00","85.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","189,598,075.20","0.06","189,598,075.20","4,482,224.00","42.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","188,233,452.84","0.06","188,233,452.84","397,444.00","473.61","United States","NASDAQ","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","186,719,857.17","0.06","186,719,857.17","551,463.00","338.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","186,703,867.00","0.06","186,703,867.00","6,539,540.00","28.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABORATORY CORPORATION OF AMERICA","Health Care","Equity","182,700,584.56","0.06","182,700,584.56","786,892.00","232.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","181,918,207.68","0.06","181,918,207.68","3,024,912.00","60.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","181,443,016.44","0.06","181,443,016.44","2,189,754.00","82.86","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","181,294,086.00","0.06","181,294,086.00","2,288,200.00","79.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","180,595,620.06","0.06","180,595,620.06","416,282.00","433.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","180,556,139.92","0.06","180,556,139.92","11,384,372.00","15.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","180,081,280.50","0.06","180,081,280.50","880,550.00","204.51","United States","NASDAQ","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","176,766,612.57","0.06","176,766,612.57","1,503,501.00","117.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","175,668,833.34","0.06","175,668,833.34","1,240,862.00","141.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","174,647,113.54","0.06","174,647,113.54","7,002,691.00","24.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","174,010,788.07","0.06","174,010,788.07","1,398,913.00","124.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","173,350,516.38","0.06","173,350,516.38","813,623.00","213.06","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","173,073,447.68","0.06","173,073,447.68","1,097,068.00","157.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","172,040,423.98","0.06","172,040,423.98","5,591,174.00","30.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","170,272,876.60","0.06","170,272,876.60","881,786.00","193.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","167,573,063.00","0.05","167,573,063.00","1,408,177.00","119.00","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","167,526,196.45","0.05","167,526,196.45","1,800,389.00","93.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","166,735,463.31","0.05","166,735,463.31","5,278,109.00","31.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","166,399,362.75","0.05","166,399,362.75","2,918,775.00","57.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","165,285,783.00","0.05","165,285,783.00","3,010,670.00","54.90","United States","NASDAQ","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","163,195,843.50","0.05","163,195,843.50","438,345.00","372.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","162,446,644.26","0.05","162,446,644.26","5,158,674.00","31.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","162,465,111.46","0.05","162,465,111.46","4,233,067.00","38.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","161,810,580.30","0.05","161,810,580.30","1,080,899.00","149.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","161,185,190.37","0.05","161,185,190.37","2,586,827.00","62.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","160,550,499.69","0.05","160,550,499.69","1,851,153.00","86.73","United States","NASDAQ","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","160,507,737.90","0.05","160,507,737.90","1,600,915.00","100.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","158,290,812.64","0.05","158,290,812.64","6,069,433.00","26.08","United States","NASDAQ","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","158,291,700.00","0.05","158,291,700.00","527,639.00","300.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","157,216,846.60","0.05","157,216,846.60","1,411,916.00","111.35","United States","NASDAQ","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","156,144,277.75","0.05","156,144,277.75","1,396,015.00","111.85","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","155,643,562.80","0.05","155,643,562.80","1,615,230.00","96.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLOGG","Consumer Staples","Equity","154,561,327.05","0.05","154,561,327.05","2,273,295.00","67.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","154,110,863.28","0.05","154,110,863.28","1,025,628.00","150.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","153,803,516.00","0.05","153,803,516.00","1,721,360.00","89.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","153,214,685.91","0.05","153,214,685.91","1,481,337.00","103.43","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","152,300,422.80","0.05","152,300,422.80","8,295,230.00","18.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","151,443,245.52","0.05","151,443,245.52","3,552,504.00","42.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","151,210,302.60","0.05","151,210,302.60","2,536,660.00","59.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","150,649,237.69","0.05","150,649,237.69","2,010,533.00","74.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","150,228,041.88","0.05","150,228,041.88","223,414.00","672.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKI","PERKINELMER INC","Health Care","Equity","149,849,110.89","0.05","149,849,110.89","1,121,877.00","133.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","148,897,476.00","0.05","148,897,476.00","1,413,360.00","105.35","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","148,453,121.25","0.05","148,453,121.25","13,195,833.00","11.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","148,382,921.30","0.05","148,382,921.30","2,021,015.00","73.42","United States","NASDAQ","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","148,229,368.92","0.05","148,229,368.92","947,092.00","156.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","148,116,591.90","0.05","148,116,591.90","518,670.00","285.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","147,594,100.80","0.05","147,594,100.80","1,045,284.00","141.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","146,889,033.04","0.05","146,889,033.04","26,863.00","5,468.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","146,757,222.52","0.05","146,757,222.52","1,271,506.00","115.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","146,736,387.25","0.05","146,736,387.25","2,788,075.00","52.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","146,236,977.04","0.05","146,236,977.04","510,818.00","286.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","145,203,384.50","0.05","145,203,384.50","669,850.00","216.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","144,749,169.20","0.05","144,749,169.20","5,932,343.00","24.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRO","MARATHON OIL CORP","Energy","Equity","143,940,634.64","0.05","143,940,634.64","5,640,307.00","25.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","143,416,366.44","0.05","143,416,366.44","12,816,476.00","11.19","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","140,856,962.08","0.05","140,856,962.08","985,841.00","142.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEDG","SOLAREDGE TECHNOLOGIES INC","Information Technology","Equity","139,120,664.16","0.05","139,120,664.16","496,434.00","280.24","United States","NASDAQ","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","138,873,502.60","0.05","138,873,502.60","1,383,340.00","100.39","United States","NASDAQ","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","137,681,220.40","0.05","137,681,220.40","458,540.00","300.26","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","137,513,885.50","0.05","137,513,885.50","339,725.00","404.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","136,543,463.94","0.04","136,543,463.94","1,277,779.00","106.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLT","FLEETCOR TECHNOLOGIES INC","Financials","Equity","136,036,007.36","0.04","136,036,007.36","655,027.00","207.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","135,875,148.00","0.04","135,875,148.00","3,270,160.00","41.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","135,009,642.60","0.04","135,009,642.60","2,581,940.00","52.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","133,522,529.00","0.04","133,522,529.00","1,361,780.00","98.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","132,056,638.89","0.04","132,056,638.89","3,023,967.00","43.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY CO INC","Consumer Discretionary","Equity","131,311,691.56","0.04","131,311,691.56","1,748,957.00","75.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","130,805,068.44","0.04","130,805,068.44","1,118,757.00","116.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","130,471,084.80","0.04","130,471,084.80","369,816.00","352.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","129,023,057.29","0.04","129,023,057.29","2,038,601.00","63.29","United States","NASDAQ","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","128,153,419.32","0.04","128,153,419.32","942,166.00","136.02","United States","Cboe BZX formerly known as BATS","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","127,639,580.49","0.04","127,639,580.49","3,450,651.00","36.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","127,194,645.54","0.04","127,194,645.54","719,142.00","176.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","127,152,877.68","0.04","127,152,877.68","4,374,024.00","29.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","127,134,856.42","0.04","127,134,856.42","1,125,386.00","112.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RE","EVEREST RE GROUP LTD","Financials","Equity","125,961,192.30","0.04","125,961,192.30","347,863.00","362.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","125,545,918.41","0.04","125,545,918.41","1,854,171.00","67.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","125,326,902.61","0.04","125,326,902.61","737,087.00","170.03","United States","NASDAQ","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","124,514,476.56","0.04","124,514,476.56","1,742,436.00","71.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","124,106,952.33","0.04","124,106,952.33","1,643,583.00","75.51","United States","NASDAQ","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Information Technology","Equity","123,951,752.40","0.04","123,951,752.40","428,232.00","289.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","123,867,234.72","0.04","123,867,234.72","2,903,592.00","42.66","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","123,463,207.02","0.04","123,463,207.02","2,087,643.00","59.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE LTD","Consumer Staples","Equity","123,013,407.00","0.04","123,013,407.00","1,330,450.00","92.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","122,730,341.70","0.04","122,730,341.70","2,229,434.00","55.05","United States","NASDAQ","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","122,652,817.53","0.04","122,652,817.53","2,254,233.00","54.41","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","120,618,918.00","0.04","120,618,918.00","1,914,586.00","63.00","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","120,392,930.00","0.04","120,392,930.00","1,312,900.00","91.70","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","120,341,051.62","0.04","120,341,051.62","573,763.00","209.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","120,106,105.70","0.04","120,106,105.70","2,794,465.00","42.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","119,466,340.48","0.04","119,466,340.48","1,949,516.00","61.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","118,435,133.52","0.04","118,435,133.52","945,288.00","125.29","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","116,161,657.70","0.04","116,161,657.70","1,116,295.00","104.06","United States","NASDAQ","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","116,004,127.50","0.04","116,004,127.50","821,850.00","141.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","115,888,975.92","0.04","115,888,975.92","2,003,613.00","57.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","114,755,324.49","0.04","114,755,324.49","334,281.00","343.29","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","114,156,481.60","0.04","114,156,481.60","1,809,136.00","63.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","113,162,302.22","0.04","113,162,302.22","346,847.00","326.26","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","113,024,404.38","0.04","113,024,404.38","3,158,871.00","35.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","111,731,728.68","0.04","111,731,728.68","2,746,601.00","40.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","111,088,186.56","0.04","111,088,186.56","3,881,488.00","28.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","110,970,368.85","0.04","110,970,368.85","1,213,985.00","91.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","110,214,305.44","0.04","110,214,305.44","1,396,532.00","78.92","United States","NASDAQ","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","109,833,427.20","0.04","109,833,427.20","1,705,488.00","64.40","United States","NASDAQ","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","109,351,759.06","0.04","109,351,759.06","416,594.00","262.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","108,702,793.80","0.04","108,702,793.80","2,855,340.00","38.07","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","107,885,708.94","0.04","107,885,708.94","471,714.00","228.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","107,241,347.52","0.04","107,241,347.52","2,190,387.00","48.96","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","106,842,010.88","0.03","106,842,010.88","10,770,364.00","9.92","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","105,669,886.90","0.03","105,669,886.90","1,396,826.00","75.65","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","104,751,929.54","0.03","104,751,929.54","5,493,022.00","19.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","104,707,827.40","0.03","104,707,827.40","3,259,895.00","32.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEAK","HEALTHPEAK PROPERTIES","Real Estate","Equity","104,116,584.96","0.03","104,116,584.96","4,856,184.00","21.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","103,954,691.06","0.03","103,954,691.06","3,607,033.00","28.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","103,935,013.16","0.03","103,935,013.16","314,402.00","330.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTLT","CATALENT INC","Health Care","Equity","103,883,303.25","0.03","103,883,303.25","1,599,435.00","64.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","103,680,988.21","0.03","103,680,988.21","2,572,091.00","40.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","102,274,945.76","0.03","102,274,945.76","978,146.00","104.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","102,115,300.32","0.03","102,115,300.32","6,350,454.00","16.08","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","102,003,057.80","0.03","102,003,057.80","1,203,860.00","84.73","United States","NASDAQ","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","101,769,928.26","0.03","101,769,928.26","1,624,161.00","62.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","100,256,827.36","0.03","100,256,827.36","477,368.00","210.02","United States","NASDAQ","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","99,931,441.28","0.03","99,931,441.28","915,794.00","109.12","United States","NASDAQ","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","99,686,313.90","0.03","99,686,313.90","2,836,026.00","35.15","United States","NASDAQ","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","98,847,318.12","0.03","98,847,318.12","1,781,996.00","55.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","98,725,181.88","0.03","98,725,181.88","8,289,268.00","11.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","97,668,314.36","0.03","97,668,314.36","1,732,322.00","56.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","97,612,825.47","0.03","97,612,825.47","1,313,943.00","74.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PARA","PARAMOUNT GLOBAL CLASS B","Communication","Equity","97,152,919.26","0.03","97,152,919.26","4,485,361.00","21.66","United States","NASDAQ","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","96,934,350.36","0.03","96,934,350.36","2,877,244.00","33.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","96,881,202.81","0.03","96,881,202.81","1,045,443.00","92.67","United States","NASDAQ","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","96,335,392.23","0.03","96,335,392.23","648,243.00","148.61","United States","NASDAQ","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","95,777,762.78","0.03","95,777,762.78","2,079,413.00","46.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDAY","CERIDIAN HCM HOLDING INC","Information Technology","Equity","94,600,510.41","0.03","94,600,510.41","1,366,467.00","69.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","94,086,585.60","0.03","94,086,585.60","2,000,140.00","47.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","93,935,582.02","0.03","93,935,582.02","885,934.00","106.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","90,285,739.74","0.03","90,285,739.74","1,403,478.00","64.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","89,156,277.76","0.03","89,156,277.76","191,224.00","466.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","88,839,021.00","0.03","88,839,021.00","451,900.00","196.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","88,608,139.32","0.03","88,608,139.32","2,480,631.00","35.72","United States","NASDAQ","USD","1.00","USD","-"
